疙瘩,"gēda

swelling or lump on skin",,
隔天,"gétiān

the next day",,
格式,"géshì

form",,
格外,"géwài

especially",,
各界,"gèjiè

all walks of life",,
各自,"gèzì

each",,
個體,"gètǐ

individual",,
給予,"gěiyǔ

to accord",,
跟前,"gēnqián

the front (of)",,
根源,"gēnyuán

origin",,
耕地,"gēngdì

arable land",,
公民,"gōngmín

citizen",,
公認,"gōngrèn

publicly known (to be)",,
公務員,"gōngwùyuán

functionary",,
功勞,"gōngláo

contribution",,
攻,"gōng

to attack",,
攻擊,"gōngjí

to attack",,
共產,"gòngchǎn

communist",,
古怪,"gǔguài

eccentric",,
股市,"gǔshì

stock market",,
鼓吹,"gǔchuī

to agitate for",,
雇,"gù

to employ",,
固有,"gùyǒu

intrinsic to sth",,
固執,"gùzhí

obstinate",,
觀看,"guānkàn

to watch",,
關切,"guānqiè

to be deeply concerned",,
管子,"guǎnzi

Guanzi or Guan Zhong 管仲 (-645 BC), famous politician of Qi 齊國|齐国 of Spring and Autumn period",,
灌,"guàn

to irrigate",,
規範,"guīfàn

norm",,
歸,"guī

to return",,
歸納,"guīnà

to sum up",,
軌道,"guǐdào

orbit",,
國民,"guómín

nationals",,
過人,"guòrén

to surpass others",,
海面,"hǎimiàn

sea level",,
海嘯,"hǎixiào

tsunami",,
害蟲,"hàichóng

injurious insect",,
行列,"hángliè

ranks",,
毫不,"háobù

hardly",,
衡量,"héngliáng

to weigh",,
洪水,"hóngshuǐ

deluge",,
呼籲,"hūyù

to call on (sb to do sth)",,
化石,"huàshí

fossil",,
畫面,"huàmiàn

scene",,
懷疑,"huáiyí

to doubt (sth)",,
患,"huàn

to suffer (from illness)",,
患者,"huànzhě

patient",,
渾身,"húnshēn

all over",,
貨幣,"huòbì

currency",,
機動,"jīdòng

locomotive",,
機率,"jīlǜ

probability",,
飢餓,"jīè

hunger",,
及早,"jízǎo

at the earliest possible time",,
極端,"jíduān

extreme",,
極為,"jíwéi

extremely",,
集團,"jítuán

group",,
急救,"jíjiù

first aid",,
急診,"jízhěn

emergency call",,
擊落,"jíluò

to shoot down (a plane)",,
暨,"jì

and",,
劑量,"jìliàng

dosage",,
技能,"jìnéng

technical ability",,
家屬,"jiāshǔ

family member",,
架構,"jiàgòu

to construct",,
監督,"jiāndū

to control",,
堅信,"jiānxìn

to believe firmly",,
艱苦,"jiānkǔ

difficult",,
艱難,"jiānnán

difficult",,
簡便,"jiǎnbiàn

simple and convenient",,
簡化,"jiǎnhuà

to simplify",,
見解,"jiànjiě

opinion",,
見識,"jiànshì

to gain first-hand knowledge of sth",,
交談,"jiāotán

to discuss",,
焦急,"jiāojí

anxiety",,
教徒,"jiàotú

disciple",,
皆,"jiē

all",,
階級,"jiējí

(social) class",,
接連,"jiēlián

on end",,
解說,"jiěshuō

to explain",,
金錢,"jīnqián

money",,
謹慎,"jǐnshèn

cautious",,
勁,"jìn

strength",,
進而,"jìnér

and then (what follows next)",,
進展,"jìnzhǎn

to make headway",,
盡量,"jìnliàng

as much as possible",,
精明,"jīngmíng

astute",,
驚喜,"jīngxǐ

nice surprise",,
警覺,"jǐngjué

to be on guard",,
景象,"jǐngxiàng

scene",,
敬佩,"jìngpèi

to esteem",,
酒精,"jiǔjīng

alcohol",,
救援,"jiùyuán

to save",,
局面,"júmiàn

aspect",,
沮喪,"jǔsàng

dispirited",,
舉例,"jǔlì

to give an example",,
舉止,"jǔzhǐ

bearing",,
抉擇,"juézé

to choose (literary)",,
開頭,"kāitóu

beginning",,
刊物,"kānwù

publication",,
刊登,"kāndēng

to carry a story",,
慷慨,"kāngkǎi

vehement",,
考古,"kǎogǔ

archaeology",,
考量,"kǎoliáng

to consider",,
考生,"kǎoshēng

exam candidate",,
可觀,"kěguān

considerable",,
可見,"kějiàn

it can clearly be seen (that this is the case)",,
可行,"kěxíng

feasible",,
刻意,"kèyì

meticulous",,
客機,"kèjī

passenger plane",,
克制,"kèzhì

to restrain",,
空難,"kōngnàn

air crash",,
恐嚇,"kǒnghè

to threaten",,
恐懼,"kǒngjù

to be frightened",,
扣除,"kòuchú

to deduct",,
苦難,"kǔnàn

suffering",,
誇耀,"kuāyào

to brag about",,
跨越,"kuàyuè

to step across",,
快速,"kuàisù

fast",,
擴散,"kuòsàn

to spread",,
欄,"lán

fence",,
懶散,"lǎnsǎn

inactive",,
老年,"lǎonián

elderly",,
老鼠,"lǎoshǔ

rat",,
累積,"lěijī

to accumulate",,
冷凍,"lěngdòng

to freeze",,
罹難,"línàn

to die in an accident or disaster",,
里程,"lǐchéng

mileage (distance traveled)",,
理性,"lǐxìng

reason",,
歷年,"lìnián

over the years",,
聯盟,"liánméng

alliance",,
良機,"liángjī

a good chance",,
臨床,"línchuáng

clinical",,
樓房,"lóufáng

a building of two or more stories",,
爐子,"lúzi

stove",,
陸地,"lùdì

dry land (as opposed to the sea)",,
露天,"lùtiān

outdoors",,
論點,"lùndiǎn

argument",,
邏輯,"luójí

logic (loanword)",,
邁進,"màijìn

to step in",,
賣座,"màizuò

(of a movie, show etc) to attract large audiences",,
漫長,"màncháng

very long",,
毛毯,"máotǎn

blanket",,
冒險,"màoxiǎn

to take risks",,
枚,"méi

classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc",,
眉毛,"méimao

eyebrow",,
媒體,"méitǐ

media, esp. news media",,
美洲,"měizhōu

America (including North, Central and South America)",,
明智,"míngzhì

sensible",,
名聲,"míngshēng

reputation",,
命中,"mìngzhòng

to hit (a target)",,
綿延,"miányán

continuous (esp. of mountain ranges)",,
描述,"miáoshù

to describe",,
民俗,"mínsú

popular custom",,
敏感,"mǐngǎn

sensitive",,
模式,"móshì

mode",,
墨,"mò

ink stick",,
默默,"mòmò

in silence",,
某些,"mǒuxiē

some",,
目光,"mùguāng

sight",,
目擊,"mùjí

to see with one's own eyes",,
納稅,"nàshuì

to pay taxes",,
難度,"nándù

trouble",,
難關,"nánguān

difficulty",,
難題,"nántí

difficult problem",,
難民,"nànmín

refugee",,
腦海,"nǎohǎi

the mind",,
腦力,"nǎolì

mental capacity",,
內戰,"nèizhàn

civil war",,
念頭,"niàntou

thought",,
扭轉,"niǔzhuǎn

to reverse",,
怒氣,"nùqì

anger",,
歐洲,"ōuzhōu

Europe",,
趴,"pā

to lie on one's stomach",,
拍攝,"pāishè

to film",,
排擠,"páijǐ

to crowd out",,
拋棄,"pāoqì

to abandon",,
泡沫,"pàomò

foam",,
陪伴,"péibàn

to accompany",,
配給,"pèijǐ

to ration",,
批准,"pīzhǔn

to approve",,
片刻,"piànkè

short period of time",,
平凡,"píngfán

commonplace",,
評估,"pínggū

to evaluate",,
評價,"píngjià

to evaluate",,
破除,"pòchú

to eliminate",,
暴露,"pùlù

to expose",,
期待,"qídài

to look forward to",,
期望,"qíwàng

to have expectations",,
乞丐,"qǐgài

beggar",,
啟發,"qǐfā

to enlighten",,
啟示,"qǐshì

to reveal",,
氣體,"qìtǐ

gas (i.e. gaseous substance)",,
簽署,"qiānshù

to sign (an agreement)",,
前景,"qiánjǐng

foreground",,
前提,"qiántí

premise",,
潛力,"qiánlì

potential",,
強權,"qiángquán

power",,
翹,"qiào

outstanding",,
親身,"qīnshēn

personal",,
侵略,"qīnlüè

invasion",,
侵襲,"qīnxí

to invade",,
情報,"qíngbào

information",,
慶幸,"qìngxìng

to rejoice",,
求助,"qiúzhù

to request help",,
趨勢,"qūshì

trend",,
全力,"quánlì

with all one's strength",,
權力,"quánlì

power",,
權威,"quánwēi

authority",,
權益,"quányì

rights",,
確保,"quèbǎo

to ensure",,
確切,"quèqiè

definite",,
熱帶,"rèdài

the tropics",,
熱量,"rèliàng

heat",,
人道,"réndào

human sympathy",,
人禍,"rénhuò

human disaster",,
人群,"rénqún

crowd",,
人士,"rénshì

person",,
人手,"rénshǒu

manpower",,
人選,"rénxuǎn

choice of person",,
日益,"rìyì

day by day",,
軟體,"ruǎntǐ

software (Tw)",,
散布,"sànbù

to disseminate",,
騷動,"sāodòng

disturbance",,
閃電,"shǎndiàn

lightning",,
擅長,"shàncháng

to be good at",,
上演,"shàngyǎn

to screen (a movie)",,
設施,"shèshī

facilities",,
涉及,"shèjí

to involve",,
社區,"shèqū

community",,
攝取,"shèqǔ

to absorb (nutrients etc)",,
攝影機,"shèyǐngjī

camera",,
身為,"shēnwéi

in the capacity of",,
身子,"shēnzi

body",,
神情,"shénqíng

look",,
審核,"shěnhé

to audit",,
審慎,"shěnshèn

prudent",,
生理,"shēnglǐ

physiology",,
生平,"shēngpíng

life (a person's whole life)",,
生前,"shēngqián

(of a deceased) during one's life",,
生態,"shēngtài

ecology",,
生物,"shēngwù

organism",,
升遷,"shēngqiān

promote",,
聲稱,"shēngchēng

to claim",,
盛行,"shèngxíng

to be in vogue",,
失明,"shīmíng

to lose one's eyesight",,
屍體,"shītǐ

dead body",,
石膏,"shígāo

gypsum CaSO4·2(H2O)",,
時光,"shíguāng

time",,
實地,"shídì

on-site",,
實習,"shíxí

to practice",,
士兵,"shìbīng

soldier",,
世代,"shìdài

for many generations",,
試圖,"shìtú

to attempt",,
事故,"shìgù

accident",,
事變,"shìbiàn

incident",,
事態,"shìtài

situation",,
釋放,"shìfàng

to release",,
視為,"shìwéi

to view as",,
手勢,"shǒushì

gesture",,
守護,"shǒuhù

to guard",,
首府,"shǒufǔ

capital city of an autonomous region",,
首席,"shǒuxí

chief (representative, correspondent etc)",,
狩獵,"shòuliè

to hunt",,
書本,"shūběn

book",,
數據,"shùjù

data",,
雙重,"shuāngchóng

double",,
水力,"shuǐlì

hydraulic power",,
水泥,"shuǐní

cement",,
瞬間,"shùnjiān

in an instant",,
思維,"sīwéi

(line of) thought",,
斯文,"sīwén

refined",,
似的,"sìde

seems as if",,
塑膠,"sùjiāo

plastic",,
算命,"suànmìng

fortune-telling",,
隨即,"suíjí

immediately",,
損傷,"sǔnshāng

to harm",,
所得,"suǒdé

what one acquires",,
所在,"suǒzài

place",,
牠,"tā

it (used for animals)",,
他人,"tārén

another",,
塔,"tǎ

old variant of 塔[ta3]",,
談論,"tánlùn

to discuss",,
彈性,"tánxìng

flexibility",,
探究,"tànjiù

to investigate",,
探索,"tànsuǒ

to explore",,
堂堂,"tángtáng

grand",,
提倡,"tíchàng

to promote",,
提出,"tíchū

to raise (an issue)",,
提及,"tíjí

to mention",,
提升,"tíshēng

to promote",,
提議,"tíyì

proposal",,
體面,"tǐmiàn

dignity",,
體系,"tǐxì

system",,
體質,"tǐzhí

constitution",,
天性,"tiānxìng

nature",,
天災,"tiānzāi

natural disaster",,
挑剔,"tiāoti

picky",,
停留,"tíngliú

to stay somewhere temporarily",,
停滯,"tíngzhì

stagnation",,
通報,"tōngbào

to inform",,
通用,"tōngyòng

common (use)",,
統統,"tǒngtǒng

totally",,
透明,"tòumíng

transparent",,
圖表,"túbiǎo

chart",,
圖畫,"túhuà

drawing",,
土壤,"tǔrǎng

soil",,
推崇,"tuīchóng

to esteem",,
推出,"tuīchū

to push out",,
瓦斯,"wǎsī

gas (loanword)",,
完美,"wánměi

perfect",,
頑強,"wánqiáng

tenacious",,
挽救,"wǎnjiù

to save",,
惋惜,"wànxí

to regret",,
威力,"wēilì

might",,
為止,"wéizhǐ

until",,
危害,"wéihài

to jeopardize",,
微小,"wéixiǎo

minute (i.e. extremely small)",,
文明,"wénmíng

civilized",,
穩健,"wěnjiàn

firm",,
問世,"wènshì

to be published",,
汙染,"wūrǎn

",,
無比,"wúbǐ

incomparable",,
無疑,"wúyí

no doubt",,
武裝,"wǔzhuāng

arms",,
物品,"wùpǐn

articles",,
物資,"wùzī

goods",,
誤差,"wùchā

difference",,
誤解,"wùjiě

to misunderstand",,
襲擊,"xíjí

attack (esp. surprise attack)",,
喜悅,"xǐyuè

happy",,
瑕疵,"xiácī

blemish",,
下筆,"xiàbǐ

to put pen to paper",,
下跌,"xiàdié

to fall",,
下滑,"xiàhuá

sliding",,
下列,"xiàliè

following",,
鮮明,"xiānmíng

bright",,
陷入,"xiànrù

to sink into",,
現今,"xiànjīn

now",,
現行,"xiànxíng

to be in effect",,
消防,"xiāofáng

firefighting",,
效法,"xiàofǎ

to imitate",,
協調,"xiétiáo

to coordinate",,
協議,"xiéyì

agreement",,
寫作,"xiězuò

to write",,
洩氣,"xièqì

to leak (gas)",,
心態,"xīntài

attitude (of the heart)",,
辛勤,"xīnqín

hardworking",,
興建,"xīngjiàn

to build",,
形態,"xíngtài

shape",,
興致,"xìngzhì

mood",,
修女,"xiūnǚ

nun or sister (of the Roman Catholic or Greek Orthodox churches)",,
虛心,"xūxīn

open-minded",,
許久,"xǔjiǔ

for a long time",,
許可,"xǔkě

to allow",,
宣稱,"xuānchēng

to assert",,
削弱,"xuèruò

to weaken",,
詢問,"xúnwèn

to inquire",,
亞洲,"yàzhōu

Asia",,
研究所,"yánjiùsuǒ

research institute",,
延伸,"yánshēn

to extend",,
延誤,"yánwù

to delay",,
沿海,"yánhǎi

coastal",,
演變,"yǎnbiàn

to develop",,
演說,"yǎnshuō

speech",,
眼看,"yǎnkàn

soon",,
謠言,"yáoyan

rumor",,
遙遠,"yáoyuǎn

distant",,
要點,"yàodiǎn

main point",,
藥品,"yàopǐn

medicaments",,
依舊,"yījiù

as before",,
依賴,"yīlài

to depend on",,
依照,"yīzhào

according to",,
醫療,"yīliáo

medical treatment",,
醫藥,"yīyào

medical care and medicines",,
一度,"yīdù

for a time",,
一貫,"yīguàn

consistent",,
疑慮,"yílǜ

hesitation",,
亦,"yì

also",,
一如,"yīrú

to be just like",,
一心,"yīxīn

wholeheartedly",,
抑制,"yìzhì

to inhibit",,
意圖,"yìtú

intent",,
異常,"yìcháng

exceptional",,
議題,"yìtí

topic of discussion",,
因果,"yīnguǒ

karma",,
英勇,"yīngyǒng

heroic",,
迎合,"yínghé

to cater to",,
唷,"yō

(interjection expressing surprise) Oh!",,
用戶,"yònghù

user",,
優先,"yōuxiān

to have priority",,
有理,"yǒulǐ

reasonable",,
有所,"yǒusuǒ

somewhat",,
有限,"yǒuxiàn

limited",,
有益,"yǒuyì

useful",,
有意,"yǒuyì

to intend",,
幼稚,"yòuzhì

young",,
愚蠢,"yúchǔn

silly",,
予以,"yǔyǐ

to give",,
愈,"yù

to heal",,
預測,"yùcè

to forecast",,
預防,"yùfáng

to prevent",,
預估,"yùgū

to estimate",,
元首,"yuánshǒu

head of state",,
原本,"yuánběn

originally",,
援助,"yuánzhù

to help",,
孕婦,"yùnfù

pregnant woman",,
災禍,"zāihuò

disaster",,
災情,"zāiqíng

disastrous situation",,
增進,"zēngjìn

to promote",,
展望,"zhǎnwàng

outlook",,
展現,"zhǎnxiàn

to come out",,
嶄新,"zhǎnxīn

brand new",,
顫抖,"zhàndǒu

to shudder",,
戰機,"zhànjī

opportunity in a battle",,
戰亂,"zhànluàn

chaos of war",,
張開,"zhāngkāi

to open up",,
帳篷,"zhàngpéng

tent",,
沼澤,"zhǎozé

marsh",,
照例,"zhàolì

as a rule",,
遮蔽,"zhēbì

to cover",,
診斷,"zhěnduàn

diagnosis",,
診所,"zhěnsuǒ

clinic",,
爭辯,"zhēngbiàn

a dispute",,
爭議,"zhēngyì

controversy",,
徵收,"zhēngshōu

to levy (a fine)",,
掙扎,"zhēngzhá

to struggle",,
整體,"zhěngtǐ

whole entity",,
政權,"zhèngquán

regime",,
支付,"zhīfù

to pay (money)",,
脂肪,"zhīfáng

fat (in the body, in a plant, or in food)",,
殖民,"zhímín

colony",,
質疑,"zhíyí

to call into question",,
職責,"zhízé

duty",,
執著,"zhízhuó

to be strongly attached to",,
只得,"zhǐdé

to have no alternative but to",,
指標,"zhǐbiāo

(production) target",,
指控,"zhǐkòng

accusation",,
指頭,"zhǐtou

finger",,
至今,"zhìjīn

so far",,
治療,"zhìliáo

to treat (an illness)",,
致富,"zhìfù

to become rich",,
致力,"zhìlì

to work for",,
致命,"zhìmìng

fatal",,
致意,"zhìyì

to send one's greetings",,
智力,"zhìlì

intelligence",,
中斷,"zhōngduàn

to cut short",,
中立,"zhōnglì

neutral",,
終結,"zhōngjié

end",,
終究,"zhōngjiù

in the end",,
種種,"zhǒngzhǒng

all kinds of",,
周密,"zhōumì

careful",,
周遊,"zhōuyóu

to travel around",,
皺,"zhòu

to wrinkle",,
諸多,"zhūduō

(used for abstract things) a good deal, a lot of",,
逐步,"zhúbù

progressively",,
主義,"zhǔyì

-ism",,
主宰,"zhǔzǎi

to dominate",,
著作,"zhùzuò

to write",,
轉手,"zhuǎnshǒu

to pass on",,
轉眼,"zhuǎnyǎn

in a flash",,
轉移,"zhuǎnyí

to shift",,
裝置,"zhuāngzhì

to install",,
卓越,"zhuóyuè

outstanding",,
著手,"zhuóshǒu

to put one's hand to it",,
資深,"zīshēn

veteran (journalist etc)",,
姿勢,"zīshì

posture",,
自稱,"zìchēng

to call oneself",,
自豪,"zìháo

proud (of one's achievements etc)",,
自覺,"zìjué

conscious",,
自身,"zìshēn

itself",,
自行,"zìxíng

voluntary",,
字眼,"zìyǎn

wording",,
宗旨,"zōngzhǐ

objective",,
總裁,"zǒngcái

chairman",,
總數,"zǒngshù

total",,
走廊,"zǒuláng

corridor",,
揍,"zòu

to beat up",,
足夠,"zúgòu

enough",,
鑽研,"zuānyán

to study meticulously",,
遵循,"zūnxún

to follow",,
作物,"zuòwù

crop",,
